Number,Status,Phone,Location,Location2,Name,Categorie,Row,Col
285,영업/정상,0507-1438-1073,충청남도 천안시 서북구 불당동 1648 ,"충청남도 천안시 서북구 불당31길 38, 1층 (불당동)",열매를맺다디저트부티크,커피숍,,
286,영업/정상,0507-1385-5233,충청남도 천안시 서북구 성정동 654-6 ,"충청남도 천안시 서북구 서부15길 18-1, 2층 (성정동)",비치,커피숍,,
287,영업/정상,0507-1311-3367,충청남도 천안시 서북구 불당동 1604번지 ,"충청남도 천안시 서북구 불당28길 24, 1층 (불당동)",제이스맨션,커피숍,,
288,영업/정상,041 561 3572,충청남도 천안시 서북구 불당동 1525번지 ,"충청남도 천안시 서북구 불당22대로 67, 101,102,103,104,105호 (불당동)",스타벅스천안시청점,커피숍,,
289,영업/정상,010-6382-3804,충청남도 천안시 동남구 신부동 459-8번지 2층 ,"충청남도 천안시 동남구 먹거리4길 11, 2층 (신부동)",카페와썹,커피숍,,
290,영업/정상,070 46172726,"충청남도 천안시 동남구 청당동 476번지 1층, 대전지방법원천안지원청사 ","충청남도 천안시 동남구 청수14로 77, 1층 (청당동, 대전지방법원천안지원청사)",도란도란커피천안지원,커피숍,,
291,영업/정상,041-554-5105,충청남도 천안시 서북구 두정동 945 ,"충청남도 천안시 서북구 두정로 187, 1층 101호 (두정동)",요거프레소두정중앙점,커피숍,,
292,영업/정상,041-522-4446,충남 천안시 동남구 영성동 85-3 정보석,충남 천안시 동남구 영성로 48 정보석,은하수,커피숍,,
293,영업/정상, 041 5666232,충청남도 천안시 동남구 신부동 466-1번지 ,"충청남도 천안시 동남구 먹거리11길 48, 1층 (신부동)",카페베네신부점1,커피숍,,
294,영업/정상, 041 5666232,충청남도 천안시 동남구 신부동 466-1번지 ,"충청남도 천안시 동남구 먹거리11길 48, 2층 (신부동)",카페베네신부점2,커피숍,,
295,영업/정상,041 588 7868,충청남도 천안시 서북구 입장면 가산리 361-7번지 ,"충청남도 천안시 서북구 입장면 연곡길 407, 19동 1층 (입장상휴게소)",(주)케이알산업입장상휴게소탐앤탐스,커피숍,,
296,영업/정상,041-562-6369,충청남도 천안시 서북구 차암동 436번지 ,"충청남도 천안시 서북구 3공단6로 58-5, 1층 119호 (차암동)",요거프레소차암점,커피숍,,
297,영업/정상, 041 5758868,충청남도 천안시 동남구 신방동 57-6번지 ,"충청남도 천안시 동남구 서부대로 245, 1층 (신방동)",타꼬박스,커피숍,,
298,영업/정상,0507-1307-5603,충청남도 천안시 동남구 유량동 210번지 1층 ,"충청남도 천안시 동남구 향교1길 85-24, 1층 (유량동)",카페바이서누,커피숍,,
299,영업/정상,041 556 9492,"충청남도 천안시 동남구 청당동 475번지 1층, 대전지방검찰청 천안지청 및 구치감동 ","충청남도 천안시 동남구 청수14로 67, 대전지방검찰청 천안지청 및 구치감동 1층 (청당동)",희망카페,커피숍,,
300,영업/정상,없음,충청남도 천안시 서북구 성정동 677-12 준빌딩 1동 ,"충청남도 천안시 서북구 백석로 235, 1동 1층 (성정동)",청자다방,커피숍,,
301,영업/정상,070-8614-9908,충청남도 천안시 서북구 쌍용동 1503번지 ,"충청남도 천안시 서북구 나사렛대길 22, 1층 (쌍용동)",라노체케이크,커피숍,,
302,영업/정상, 041 5601779,"충청남도 천안시 동남구 병천면 가전리 307번지 외4필지(131-7,173,689,699) ","충청남도 천안시 동남구 병천면 충절로 1600 (외4필지(131-7,173,689,699))",대즐커피숍,커피숍,,
303,영업/정상,041-551-6063,충청남도 천안시 동남구 안서동 467-5번지 ,"충청남도 천안시 동남구 천호지길 31, 1층 (안서동)",그래비티,커피숍,,
304,영업/정상,041 522 2366,충청남도 천안시 동남구 안서동 522번지 외 131필지 단국대학교 학생회관 330호,"충청남도 천안시 동남구 단대로 119, 3층 330호 (안서동, 단국대학교 학생회관)",이디야커피,커피숍,,
305,영업/정상,041 560 0714,충청남도 천안시 동남구 목천읍 남화리 230-1 독립기념관 1층 1동 ,"충청남도 천안시 동남구 목천읍 독립기념관로 1, 독립기념관 1동 겨레의집 1층",겨레의집카페,커피숍,,
306,영업/정상,041-578-4242,충청남도 천안시 동남구 신방동 1531번지 ,"충청남도 천안시 동남구 통정4로 8, 1층 (신방동)",세나클신방통정점,커피숍,,
307,영업/정상,0507-1306-0118,충청남도 천안시 서북구 불당동 1620번지 ,"충청남도 천안시 서북구 불당33길 18, 1층 (불당동)",엘커피,커피숍,,
308,영업/정상,0507-1380-0804,충청남도 천안시 서북구 쌍용동 804번지 ,"충청남도 천안시 서북구 쌍용대로 137, 3층 (쌍용동)",카페804,커피숍,,
309,영업/정상,없음,충청남도 천안시 동남구 신부동 466-7 1층 ,"충청남도 천안시 동남구 먹거리8길 43, 1층 (신부동)",카페앤젤라,커피숍,,
310,영업/정상,041 585 4200,"충청남도 천안시 동남구 목천읍 교천리 211-1번지 외 8필지, 아름다운관광농원, 2동 2층 ","충청남도 천안시 동남구 목천읍 교천지산길 175, 아름다운관광농원 2동 2층",아름다운정원화수목,커피숍,,
311,영업/정상,041 579 9659,"충청남도 천안시 동남구 신방동 276-2번지 외 1필지, A동 1층 ","충청남도 천안시 동남구 풍세로 656, A동 1층 (신방동)",문카페,커피숍,,
312,영업/정상,041 522 1303,충청남도 천안시 동남구 유량동 157-2번지 ,충청남도 천안시 동남구 양지말1길 11-2 (유량동),모임방,전통찻집,,
313,영업/정상,041-566-3133,"충청남도 천안시 동남구 안서동 467-11번지 1층 101호, 지하1층 B01호, B01-1호 ","충청남도 천안시 동남구 천호지길 17, 1층 101호, 지하1층 B01호, B01-1호 (안서동)",피플앤스토리,커피숍,,
314,영업/정상,041-553-3999,충청남도 천안시 서북구 두정동 68-1번지 센트하임프라자 309호 ,"충청남도 천안시 서북구 1공단1길 52 (두정동,센트하임프라자 309호)",김하경의커피볶는집,커피숍,,
315,영업/정상,041-585-5277,충청남도 천안시 서북구 성환읍 성환리 449-98 ,"충청남도 천안시 서북구 성환읍 성환1로 236, 1층",배스킨라빈스천안성환점,커피숍,,
316,영업/정상, 041 5556641,충청남도 천안시 동남구 청당동 865번지 ,"충청남도 천안시 동남구 청수10길 17, 1층 (청당동)",로아,커피숍,,
317,영업/정상,0507-1335-4867,충청남도 천안시 동남구 봉명동 207-1번지 101호,"충청남도 천안시 동남구 봉명로 46, 1층 101호 (봉명동)",피그말리온,커피숍,,
318,영업/정상, 041 6220131,충청남도 천안시 동남구 대흥동 123-3번지 ,"충청남도 천안시 동남구 대흥로 237, 1층 (대흥동)",헬로커피,커피숍,,
319,영업/정상,041 557 6207,충청남도 천안시 동남구 성남면 용원리 710번지 ,"충청남도 천안시 동남구 성남면 종합휴양지로 185, 2층 (천안예술의전당)",카페테리아예,커피숍,,
320,영업/정상,0505-3237-5499,충청남도 천안시 서북구 쌍용동 1651번지 ,"충청남도 천안시 서북구 월봉5길 4, 1층 (쌍용동)",무궁화블라썸,커피숍,,
321,영업/정상,070-7576-2882,충청남도 천안시 동남구 병천면 가전리 299-4번지 1층 ,"충청남도 천안시 동남구 병천면 충절로 1544, 1층",이도로에커피,커피숍,,
322,영업/정상,041 566 7377,충청남도 천안시 서북구 불당동 1537번지 ,"충청남도 천안시 서북구 불당21로 67-12, 6층 606호 (불당동)",미라클요가미니카페,커피숍,,
323,영업/정상,0507-1460-1911,"충청남도 천안시 동남구 신부동 472-9번지 외1필지, 2동 1층 ","충청남도 천안시 동남구 충절로 26, 2동 1층 (신부동)",지로스터커피,커피숍,,
324,영업/정상,041 523 9593,충청남도 천안시 서북구 차암동 435번지 천안비즈타워 ,"충청남도 천안시 서북구 3공단6로 58-8, 천안비즈타워 3층 301,302호 (차암동)",해피누리,키즈카페,,
325,영업/정상,041-566-5227,충청남도 천안시 서북구 백석동 1174번지 ,"충청남도 천안시 서북구 한들3로 35-5, 1층 (백석동)",메가엠지씨커피천안백석점,커피숍,,
326,영업/정상,0507-1330-0926,충청남도 천안시 서북구 백석동 572-10번지 ,"충청남도 천안시 서북구 음봉로 861-63, 1층 (백석동)",멜번커피하우스,커피숍,,
327,영업/정상,041-904-7774,충청남도 천안시 서북구 불당동 1289번지 펜타포트 ,"충청남도 천안시 서북구 공원로 196, Mall B동 1층 (불당동, 펜타포트)",커피그래비티모다아울렛점,커피숍,,
328,영업/정상,없음,충청남도 천안시 동남구 삼룡동 137-1번지 2층 ,"충청남도 천안시 동남구 무남길 10, 2층 (삼룡동)",고구려,커피숍,,
329,영업/정상,041 906 8777,충청남도 천안시 서북구 백석동 1206번지 ,"충청남도 천안시 서북구 백석공단1로 10, 2층 231호 (백석동)",카페최블리,커피숍,,
330,영업/정상,0507-1302-0739,충청남도 천안시 동남구 대흥동 79-4 2층 ,"충청남도 천안시 동남구 은행길 5-4, 2층 (대흥동)",앙두,커피숍,,
331,영업/정상,041 552 8221,충청남도 천안시 동남구 신부동 379번지 1동 2층 ,"충청남도 천안시 동남구 먹거리3길 21, 1동 2층 (신부동)",소셜스낵,커피숍,,
332,영업/정상,0507-1310-6687,충청남도 천안시 서북구 불당동 1671번지 ,"충청남도 천안시 서북구 불당31길 19, 1층 (불당동)",공감,커피숍,,
333,영업/정상,041-564-1282,충청남도 천안시 서북구 불당동 918번지 ,"충청남도 천안시 서북구 불당2길 34-2, 1층 (불당동)",체타델피오레,커피숍,,
334,영업/정상,0507-1348-3555,충청남도 천안시 서북구 백석동 148-63 ,"충청남도 천안시 서북구 백석로 85-1, 다솜빌 F동 1층 (백석동)",스윗팟,커피숍,,
335,영업/정상,없음,충청남도 천안시 서북구 불당동 1400 ,"충청남도 천안시 서북구 불당15길 20-1, 1층 (불당동)",바움,커피숍,,
336,영업/정상,041 585 4200,"충청남도 천안시 동남구 목천읍 교천리 211-1번지 아름다운관광농원 8동 1층, 2층 ","충청남도 천안시 동남구 목천읍 교천지산길 175, 아름다운관광농원 8동 1층, 2층",아름다운정원화수목,커피숍,,
337,영업/정상,없음,충청남도 천안시 동남구 수신면 속창리 127-9번지 1층 ,"충청남도 천안시 동남구 수신면 수신로 437, 1층",다나우토바병천점,커피숍,,
338,영업/정상,041-552-1544,충청남도 천안시 서북구 불당동 1544번지 천안불당지웰시티푸르지오1단지 ,"충청남도 천안시 서북구 불당26로 80, 근린생활시설13동 1층 C103,C104호 (불당동, 천안불당지웰시티푸르지오1단지)",파스쿠찌천안신불당점,커피숍,,
339,영업/정상,041 555 0491,충청남도 천안시 동남구 유량동 237-13 1층 ,"충청남도 천안시 동남구 향교1길 114-4, 1층 (유량동)",양지커피,커피숍,,
340,영업/정상,0507-1307-2343,충청남도 천안시 서북구 불당동 1747 ,"충청남도 천안시 서북구 불당29길 11-2, 1층 (불당동)",겐트,커피숍,,
341,영업/정상,070-4415-9177,충청남도 천안시 서북구 성환읍 매주리 304-18번지 1층 ,"충청남도 천안시 서북구 성환읍 연암율금로 508, 1층",폰더커피,커피숍,,
342,영업/정상,041 906 8534,충청남도 천안시 서북구 백석동 1206번지 지원B134일부(조리장)사용 ,"충청남도 천안시 서북구 백석공단1로 10, 천안미래에이스하이테크시티 지1층 지원B133,B134호 (백석동)",커피가좋은날,커피숍,,
343,영업/정상,041 555 3232,"충청남도 천안시 동남구 청당동 494번지 1층 101호, 102호 ","충청남도 천안시 동남구 청수11로 13-21, 1층 101호, 102호 (청당동)",이디야커피천안청당동점,커피숍,,
344,영업/정상,041 567 2737,충청남도 천안시 서북구 불당동 1537-1번지 ,"충청남도 천안시 서북구 불당21로 71, 정석프라자3차 1층 117호 (불당동)",빽다방천안불당정석점,커피숍,,
345,영업/정상,0507-1337-8839,충청남도 천안시 서북구 쌍용동 1376번지 1층 ,"충청남도 천안시 서북구 쌍용13길 19, 1층 (쌍용동)",카페리비에르,커피숍,,
346,영업/정상,041-569-4005,충청남도 천안시 서북구 불당동 1491번지 ,"충청남도 천안시 서북구 불당23로 73-27, 1층 111호 (불당동)",메가커피,커피숍,,
347,영업/정상,041-522-3334,충남 천안시 서북구 불당동 1614 1층 F101호 신불당 리차드헤어 건너편,충남 천안시 서북구 불당26로 50 1층 F101호 신불당 리차드헤어 건너편,공차천안신불당점,커피숍,,
348,영업/정상,041 581 1000,충청남도 천안시 서북구 직산읍 부송리 40-1번지 ,"충청남도 천안시 서북구 직산읍 부송1길 7, 나동 1층 104,105호",티카페,커피숍,,
349,영업/정상,0507-1306-5742,충청남도 천안시 서북구 성정동 627-3번지 ,"충청남도 천안시 서북구 서부19길 28, 1동 1층 (성정동)",구름솜,커피숍,,
350,영업/정상,070-7576-1475,충남 천안시 동남구 신부동 224-23,"충청남도 천안시 동남구 단대로 119, 단국대학교 통학버스승차대기실 2층 (안서동)",탐앤탐스천안단국대호수점,커피숍,,
351,영업/정상,0507-1311-8245,충청남도 천안시 서북구 직산읍 신갈리 101-23 ,"충청남도 천안시 서북구 직산읍 4산단로 255, 1층",길목커피,커피숍,,
352,영업/정상,041 621 4797,충청남도 천안시 서북구 불당동 1841 ,"충청남도 천안시 서북구 불당34길 14, 에이스침대불당점 4층 (불당동)",카레클린트천안점,커피숍,,
353,영업/정상,041-587-9992,충청남도 천안시 서북구 직산읍 삼은리 76-541번지 ,"충청남도 천안시 서북구 직산읍 삼은2길 17, 1층",순수커피천안점,커피숍,,
354,영업/정상,0507-1473-3368,충청남도 천안시 서북구 불당동 1487 ,"충청남도 천안시 서북구 불당25로 192, 골든프라자2 1층 125호 (불당동)",에그박스불당점,커피숍,,
355,영업/정상,0507-1420-8440,"충남 천안시 서북구 차암동 436 1층 105호 (차암동,커피베이)","충남 천안시 서북구 3공단6로 58-5 1층 105호 (차암동,커피베이)",커피베이차암동점,커피숍,,
356,영업/정상,070 40452225,충청남도 천안시 동남구 청당동 486 1층 ,"충청남도 천안시 동남구 청수14로 66, 1층 (청당동)",카페반디나무,커피숍,,
357,영업/정상,041-577-6416,충남 천안시 동남구 신방동 920 초원아파트상가1동119호,충남 천안시 동남구 신촌4로 16,커피랑,커피숍,,
358,영업/정상,041 521 9024,충청남도 천안시 서북구 부대동 275 공주대학교천안공과대학 ,"충청남도 천안시 서북구 천안대로 1223-24, 공주대학교천안공과대학제10공학관 2층 (부대동)",공주대학교공과대학커피전문점클라우드9,커피숍,,
359,영업/정상,041 576 3647,충청남도 천안시 서북구 쌍용동 254번지 ,"충청남도 천안시 서북구 서부대로 405, 1,2층 (쌍용동)",스타벅스천안서부대로디티점,커피숍,,
360,영업/정상,041-566-5085,충청남도 천안시 동남구 신부동 454-5번지 4~5층 ,"충청남도 천안시 동남구 만남로 26, 4~5층 (신부동)",할리스커피천안신부점,커피숍,,
361,영업/정상,041-568-2737,충청남도 천안시 서북구 성정동 1120번지 세창빌딩 ,"충청남도 천안시 서북구 서부대로 702, 세창빌딩 1층 (성정동)",이디야커피천안성정점,커피숍,,
362,영업/정상,041 522 1435,충청남도 천안시 동남구 원성동 470-9 1층 ,"충청남도 천안시 동남구 충절로 113, 1층 (원성동)",소이,커피숍,,
363,영업/정상,0507-1326-1682,충청남도 천안시 동남구 문화동 168-7번지 1층 ,"충청남도 천안시 동남구 영성로 99, 1층 (문화동)",카페미드바르,커피숍,,
364,영업/정상,041 555 7050,충청남도 천안시 동남구 청당동 485 1층 106호,"충청남도 천안시 동남구 청수14로 68, 1층 106호 (청당동)",메가엠지씨커피천안법조타운점,커피숍,,
365,영업/정상,041-566-3938,충청남도 천안시 서북구 불당동 1491번지 ,"충청남도 천안시 서북구 불당23로 73-27, 1층 107호 (불당동)",더벤티불당점,커피숍,,
366,영업/정상,064-4908-9124,충청남도 천안시 서북구 입장면 시장리 23-3번지 ,"충청남도 천안시 서북구 입장면 입장로 10, 1층",카페솔잎,커피숍,,
367,영업/정상,없음,충청남도 천안시 서북구 불당동 1769 ,"충청남도 천안시 서북구 불당30길 35, 1층 (불당동)",백금당천안점,커피숍,,
368,영업/정상,041-576-8500,충청남도 천안시 서북구 쌍용동 1955번지 대림프라자 ,"충청남도 천안시 서북구 월봉로 126, 대림프라자 1층 102호 (쌍용동)",메가엠지씨커피천안용암마을점,커피숍,,
369,영업/정상,0507-1309-7393,충청남도 천안시 서북구 성환읍 성환리 449-116번지 ,"충청남도 천안시 서북구 성환읍 성환1로 229-2, 2층",프라임버드넓은들카페,커피숍,,
370,영업/정상,0507-1362-1454,충청남도 천안시 동남구 병천면 병천리 173-4번지 1층 ,"충청남도 천안시 동남구 병천면 아우내순대길 35, 1층",이디야천안병천점,커피숍,,
371,영업/정상,041 523 3657,충청남도 천안시 서북구 불당동 1844번지 ,"충청남도 천안시 서북구 불당34길 4, 1,2층 (불당동)",스타벅스천안불당디티점,커피숍,,
372,영업/정상,070-4007-9527,충청남도 천안시 동남구 신부동 461-11번지 1층 ,"충청남도 천안시 동남구 먹거리11길 29, 1층 (신부동)",빠다미뇽,커피숍,,
373,영업/정상,0507-1380-8945,충청남도 천안시 서북구 불당동 1535-1번지 ,"충청남도 천안시 서북구 불당22대로 92, 1층 118호 (불당동)",모든디저트,커피숍,,
374,영업/정상,041-621-6163,충남 천안시 서북구 성정동 24-6 천안시장애인보호작업장,충남 천안시 서북구 축구센터로 204,천안시꽃밭,커피숍,,
375,영업/정상,없음,충청남도 천안시 서북구 부대동 275번지 공주대학교천안공과대학 ,"충청남도 천안시 서북구 천안대로 1223-24, 공주대학교천안공과대학학생생활관 1층 (부대동)",베이그,커피숍,,
376,영업/정상,0507-1323-6475,충청남도 천안시 서북구 성정동 743-5번지 ,"충청남도 천안시 서북구 봉정로 103, 1층 (성정동)",베리로찌,커피숍,,
377,영업/정상,0507-1335-0939,충청남도 천안시 서북구 불당동 928번지 ,"충청남도 천안시 서북구 불당11로 13, 1층 (불당동)",이디아커피불당동점,커피숍,,
378,영업/정상,0507-1343-0730,충남 천안시 서북구 불당동 1487 107호,충남 천안시 서북구 불당25로 192 107호,모드니까페,커피숍,,
379,영업/정상,041-554-2540,충청남도 천안시 동남구 안서동 107-11번지 1층 ,"충청남도 천안시 동남구 문암5길 23, 1층 (안서동)",요거프레소천안백석대점,커피숍,,
380,영업/정상,041 577 5853,충청남도 천안시 서북구 쌍용동 1727번지 ,"충청남도 천안시 서북구 월봉1길 54, 1층 (쌍용동)",웜,커피숍,,
381,영업/정상,041 558 3424,충청남도 천안시 서북구 성성동 508번지 삼성SDI(주) ,"충청남도 천안시 서북구 번영로 467, 삼성SDI 23-복지동 지하1층 (성성동)",주식회사메가마트삼성에스디아이복지동카페,커피숍,,
382,영업/정상,0507-1369-5345,충청남도 천안시 동남구 신부동 458-5번지 1층 ,"충청남도 천안시 동남구 먹거리8길 27-1, 1층 (신부동)",MRGT,커피숍,,
383,영업/정상,0507-1336-8802,충청남도 천안시 서북구 불당동 1662번지 ,"충청남도 천안시 서북구 불당31길 50, 1층 (불당동)",카페블레스롤천안신불당점,커피숍,,
384,영업/정상,041 577 6530,충청남도 천안시 서북구 성정동 1068번지 캐드디자인 ,"충청남도 천안시 서북구 개목4길 30, 1층 (성정동)",추억다방,커피숍,,
385,영업/정상,041 415 2009,충청남도 천안시 서북구 쌍용동 823번지 ,"충청남도 천안시 서북구 쌍용대로 119, 1동 1층 (쌍용동)",멜번커피하우스,커피숍,,
386,영업/정상,041-564-3651,충청남도 천안시 동남구 유량동 373번지 2동 1층 ,"충청남도 천안시 동남구 유량로 129, 2동 1층 (유량동)",로드웨이129,커피숍,,
387,영업/정상,0507-1329-2609,충청남도 천안시 서북구 성정동 1335번지 ,"충청남도 천안시 서북구 성정공원7길 3, 2층 202호 (성정동)",땡큐,커피숍,,
388,영업/정상,0507-1342-0556,충청남도 천안시 동남구 유량동 322-15번지 1층 ,"충청남도 천안시 동남구 유량로 187, 1층 (유량동)",포리빈,커피숍,,
389,영업/정상,0507-1312-4681,충청남도 천안시 서북구 직산읍 상덕리 446번지 ,"충청남도 천안시 서북구 직산읍 상덕로 253, 1층",상덕커피,커피숍,,
390,영업/정상,041-557-7775,충청남도 천안시 서북구 불당동 1834번지 ,"충청남도 천안시 서북구 불당34길 3-16, 1층 (불당동)",멜번커피하우스1,커피숍,,
391,영업/정상,041 567 5653,충청남도 천안시 서북구 성정동 1433번지 ,"충청남도 천안시 서북구 성정공원3길 14, 프라지움10차아파트 1층 105호 (성정동)",데이앤데이,커피숍,,
392,영업/정상,041 555 1587,충청남도 천안시 동남구 청당동 143-25번지 1층 ,"충청남도 천안시 동남구 청당2길 123, 1층 (청당동)",요거프레소천안청당점,커피숍,,
393,영업/정상,041-572-1545,충청남도 천안시 동남구 신방동 1545번지 1층 ,"충청남도 천안시 동남구 통정11로 49, 1층 (신방동)",메가엠지씨커피천안신방지구점,커피숍,,
394,영업/정상,041 575 2716,충청남도 천안시 서북구 불당동 1280번지 천안불당 시티프라디움 3차 ,"충청남도 천안시 서북구 공원로 176, 천안불당 시티프라디움 3차 3동 지하2층 B204호 (불당동)",메가엠지씨커피천안프라디움시티점,커피숍,,
395,영업/정상,070-5110-2443,충청남도 천안시 서북구 쌍용동 1485번지 1층 ,"충청남도 천안시 서북구 나사렛대길 25-1, 1층 (쌍용동)",제이마카롱,커피숍,,
396,영업/정상,041 574 2122,충청남도 천안시 동남구 신방동 1061번지 2층 ,"충청남도 천안시 동남구 통정12로 24, 2층 (신방동)",해피누리신방점,키즈카페,,
397,영업/정상,0507-1394-7274,충청남도 천안시 서북구 불당동 1463번지 천안불당엘에이치1단지 ,"충청남도 천안시 서북구 불당24로 9, 상가동 1층 106호 (불당동, 천안불당엘에이치1단지)",컴어라운드,커피숍,,
398,영업/정상,없음,충청남도 천안시 서북구 성성동 510번지 삼성전자(주)천안캠퍼스 ,"충청남도 천안시 서북구 번영로 465, 삼성디스플레이(주)천안사업장 LCD2동 1층 (성성동)",클라인,커피숍,,
399,영업/정상,없음,충청남도 천안시 동남구 원성동 534-5번지 1층 ,"충청남도 천안시 동남구 고재4길 55, 1층 (원성동)",커피까망콩,커피숍,,
400,영업/정상,0507-1337-2359,충청남도 천안시 서북구 쌍용동 794번지 ,"충청남도 천안시 서북구 봉서5길 13, 1층 (쌍용동)",엘로힘카페공방,커피숍,,
401,영업/정상,041 566 3828,충청남도 천안시 서북구 백석동 1047 e마트 ,"충청남도 천안시 서북구 삼성대로 20, 이마트천안서북점 1층 (백석동)",스타벅스천안서북이마트점,커피숍,,
402,영업/정상,041-575-4957,충청남도 천안시 동남구 용곡동 321-4번지 2층 ,"충청남도 천안시 동남구 용곡4길 4, 2층 (용곡동)",카페베네,커피숍,,
403,영업/정상,0507-1322-7497,충청남도 천안시 서북구 쌍용동 412-7번지 ,"충청남도 천안시 서북구 쌍용19로 35, 1층 (쌍용동)",카페하루,커피숍,,
404,영업/정상,010-5220-5453,충청남도 천안시 서북구 불당동 1614번지 천안불당지웰시티푸르지오2단지 ,"충청남도 천안시 서북구 불당26로 50, 8동 1층 G110호 (불당동, 천안불당지웰시티푸르지오2단지)",제이블라썸,커피숍,,
405,영업/정상,041-553-3339,충남 천안시 동남구 성남면 신사리 313-3 신사커피,"충청남도 천안시 동남구 성남면 신사대화로 139, 1층",신사커피,커피숍,,
406,영업/정상,041-417-1247,충청남도 천안시 동남구 청수동 350번지 1층 103호,"충청남도 천안시 동남구 청수6로 103, 1층 103호 (청수동)",카페그린,커피숍,,
407,영업/정상,041 556 1454,충청남도 천안시 서북구 성성동 686번지 ,"충청남도 천안시 서북구 성성8로 14-20, 1층 104,105호 (성성동)",이디야천안성성점,커피숍,,
408,영업/정상,041-588-9591,충청남도 천안시 서북구 입장면 하장리 44-38번지 ,"충청남도 천안시 서북구 입장면 입장시장2길 9, 1층",수다실,커피숍,,
409,영업/정상,041-555-7690,충청남도 천안시 동남구 성황동 23-3번지 동양 2층 ,"충청남도 천안시 동남구 성황8길 13, 동양 2층 (성황동)",더이스턴,커피숍,,
410,영업/정상,0507-1357-2026,충청남도 천안시 서북구 불당동 1540번지 골든프라자 ,"충청남도 천안시 서북구 불당25로 142, 골든프라자 1층 120호 (불당동)",봉달쥬스,커피숍,,
411,영업/정상,041 569 3717,충청남도 천안시 동남구 신부동 354-1 본관3동 2층 ,"충청남도 천안시 동남구 만남로 43, 본관3동 2층 (신부동)",스타벅스천안신부알점,커피숍,,
412,영업/정상,041 566 9192,충청남도 천안시 서북구 백석동 11-2 ,"충청남도 천안시 서북구 노태산로 21, 부속동 1층 (백석동)",카페앨리스,커피숍,,
413,영업/정상,0507-1303-6168,충청남도 천안시 동남구 청당동 491번지 1층 105호,"충청남도 천안시 동남구 청수4로 18, 1층 105호 (청당동)",던킨천안청수점,커피숍,,
414,영업/정상,070-4224-8080,충청남도 천안시 동남구 신부동 459-2번지 1~2층 ,"충청남도 천안시 동남구 먹거리10길 18, 1~2층 (신부동)",팔공티,커피숍,,
415,영업/정상,없음,충청남도 천안시 서북구 쌍용동 121-2번지 천안시쌍용도서관 ,"충청남도 천안시 서북구 월봉4로 153, 천안시쌍용도서관 지하1층 (쌍용동)",리드온,커피숍,,
416,영업/정상,041 558 2388,충청남도 천안시 동남구 신부동 354-1번지 본관2동 1층 ,"충청남도 천안시 동남구 만남로 43, 본관2동 1층 (신부동)",투썸플레이스천안터미널점,커피숍,,
417,영업/정상,0507-1344-0613,충청남도 천안시 서북구 성거읍 송남리 133-1번지 ,"충청남도 천안시 서북구 성거읍 망향로 510-32, 1층",이숲,커피숍,,
418,영업/정상,041 551 2019,충청남도 천안시 동남구 목천읍 신계리 170-5번지 1층 102호,"충청남도 천안시 동남구 목천읍 충절로 935-5, 1층 102호",커피향기카페,커피숍,,
419,영업/정상,0507-1333-5044,충청남도 천안시 서북구 직산읍 자은가리 89-8번지 ,"충청남도 천안시 서북구 직산읍 상덕로 87, 1층",상덕로87카페,커피숍,,
420,영업/정상,041-552-8088,충청남도 천안시 서북구 불당동 1540번지 골든프라자 ,"충청남도 천안시 서북구 불당25로 142, 골든프라자 1층 116호 (불당동)",팔공티,커피숍,,
421,영업/정상,041 572 8879,충청남도 천안시 서북구 성정동 646-9번지 태흥빌딩 ,"충청남도 천안시 서북구 서부16길 13, 1층 (성정동)",공간의미,커피숍,,
422,영업/정상,041-556-9985,충청남도 천안시 서북구 불당동 1421번지 중흥s-클래스 프라디움 ,"충청남도 천안시 서북구 광장로 231, 중흥s-클래스 프라디움 105동 지1층 106호 (불당동)",롱테이블,커피숍,,
423,영업/정상,041-578-9844,충청남도 천안시 서북구 쌍용동 830번지 ,"충청남도 천안시 서북구 봉서5길 1, 1층 (쌍용동)",메가커피,커피숍,,
424,영업/정상,041-579-2240,충청남도 천안시 동남구 신방동 784-9번지 홈플러스 ,"충청남도 천안시 동남구 신촌1길 23, 홈플러스 2층 (신방동)",카페판다천안신방점,커피숍,,
425,영업/정상,041-551-7799,충청남도 천안시 동남구 원성동 454-24번지 1층 ,"충청남도 천안시 동남구 원성4길 49-1, 1층 (원성동)",향솔원,커피숍,,
426,영업/정상,0507-1347-6623,충남 천안시 동남구 신방동 784-1 바동 2100호 ,충남 천안시 동남구 신촌로 24 바동 2100호,오조커피,커피숍,,
427,영업/정상,041-577-4890,충청남도 천안시 서북구 쌍용동 1854번지 세븐일레븐 ,충청남도 천안시 서북구 월봉7길 36 (쌍용동),라운디,커피숍,,
428,영업/정상,0507-1483-0105,충청남도 천안시 서북구 두정동 1620번지 성광빌딩 ,"충청남도 천안시 서북구 봉정로 382, 성광빌딩 1층 (두정동)",카페더주스,커피숍,,
429,영업/정상,010-6414-3042,충청남도 천안시 동남구 성남면 신사리 69-1번지 1층 ,"충청남도 천안시 동남구 성남면 신사3길 42-19, 1층",히든모먼츠,커피숍,,
430,영업/정상,041-567-6070,충청남도 천안시 동남구 안서동 447-29번지 1층 ,"충청남도 천안시 동남구 망향로 185, 1층 (안서동)",헤스티아,커피숍,,
